+0.278153	-0.52707	+0.704875	+0.145689	+0.921856	-0.521211	-0.519125	+0.351872	-0.861000	-0.440125	-0.644803	+0.473976	-0.52907	-0.954048	-0.145631	+0.240375	+0.925824	+0.904937	-0.365312	-0.724696	+0.400643	+0.939000	+0.344000	+0.953125	+0.929037	+0.732069	-0.510661	-0.687672	+0.862173	+0.291704	+0.912552	+0.867072	+0.24128	+0.206625	+0.400248	-0.251336	-0.684421	-0.649088	+0.438837	-0.892129	-0.920679	+0.848219	-0.388056	-0.634728	-0.451173	-0.690112	-0.566528	-0.702848	-0.600875	+0.500241	-0.625856	-0.205632	-0.684072	-0.50941	+0.308608	+0.597893	-0.784191	-0.315272	-0.331491	-0.83992	+0.975939	-0.228544	-0.861768	+0.88123	-0.448000	+0.686701	-0.65797	+0.648000	-0.493928	-0.716563	+0.445752	-0.601661	-0.209167	+0.997375	+0.566281	+0.927849	+0.599552	-0.108288	-0.687341	-0.92313	+0.424000	+0.717944	+0.269125	-0.551623	-0.590819	-0.567027	-0.113664	-0.510592	+0.459136	-0.691096	-0.420352	-0.274125	-0.892072	-0.740777	+0.264037	-0.118117	+0.4741	+0.343611	-0.139624	+0.551256	
+0.19656	-0.169000	-0.818489	-0.486599	-0.619625	-0.578125	+0.530008	-0.734273	-0.19648	+0.643167	-0.333208	-0.878553	+0.732221	+0.734949	+0.703125	-0.62848	+0.984375	-0.94923	-0.620125	+0.177509	-0.416576	-0.976000	+0.702696	-0.680125	+0.936407	+0.328125	+0.172864	-0.849664	-0.840125	-0.696328	-0.156352	+0.29053	+0.951707	+0.427968	+0.747239	-0.7232	+0.568000	+0.584000	-0.342709	+0.3739	-0.865107	+0.139264	-0.557832	-0.236733	+0.595147	+0.920875	+0.406433	+0.730823	+0.5768	+0.270376	-0.552875	-0.797109	-0.183723	+0.322157	+0.273984	-0.26007	+0.375719	+0.877000	-0.992104	-0.560125	+0.249432	+0.784704	+0.560376	+0.457856	-0.68871	+0.140625	-0.968984	-0.908781	-0.188497	+0.797336	-0.773875	-0.727875	-0.661221	+0.693797	-0.31872	+0.0	+0.585337	-0.717887	-0.511872	+0.473329	+0.125000	-0.103213	+0.859723	-0.255859	-0.984000	+0.897000	+0.168017	-0.734375	-0.15625	-0.142613	+0.525375	+0.376704	-0.362947	-0.792000	+0.724088	-0.633856	+0.651968	-0.262541	+0.355847	-0.451272	
-0.601081	+0.61192	+0.818625	+0.729841	-0.209089	+0.753651	-0.433032	+0.829000	-0.628961	-0.452024	+0.391227	+0.101696	-0.173632	+0.890437	-0.905589	-0.392000	+0.725889	-0.491072	+0.652352	+0.406907	+0.978624	-0.664000	+0.475072	-0.247329	-0.171875	-0.827781	-0.839808	+0.479232	+0.546056	-0.933056	+0.361208	+0.268593	+0.72000	+0.765063	-0.733625	-0.513949	+0.233767	+0.265625	-0.362947	+0.328125	-0.683599	+0.157056	-0.29171	+0.221091	-0.824000	+0.481497	+0.612373	-0.672375	-0.484375	-0.650504	+0.349056	+0.999048	+0.322657	+0.0	+0.17000	+0.484987	-0.928000	+0.130264	-0.839656	+0.632568	+0.395853	+0.777472	+0.770728	+0.740711	-0.803243	-0.242703	+0.894488	+0.355584	-0.291976	+0.279624	+0.684703	+0.648000	-0.154816	+0.189727	-0.737000	-0.765625	-0.336000	-0.499875	+0.548616	+0.384000	+0.51767	-0.607000	+0.381269	+0.903256	-0.360377	-0.330616	+0.68341	+0.936933	-0.726773	+0.529928	-0.244032	-0.635197	+0.909883	-0.174827	-0.208375	+0.480448	+0.433152	-0.262272	-0.875000	-0.936613	
-0.583000	+0.14913	+0.557901	-0.62392	+0.241000	+0.563875	-0.91000	+0.605352	+0.24712	+0.165016	-0.781056	+0.586941	+0.63731	+0.210792	+0.693888	-0.155968	-0.676984	+0.146771	-0.680125	-0.882251	-0.342709	-0.585176	+0.324744	-0.145799	+0.936000	-0.663597	-0.171592	+0.248309	+0.661347	-0.412184	-0.450739	-0.381568	-0.546584	-0.974125	+0.431104	-0.29577	+0.340952	-0.654875	+0.411849	-0.48375	+0.822033	-0.206333	+0.147416	+0.125000	+0.970503	-0.433489	+0.501807	+0.737864	-0.281301	-0.576787	-0.345032	+0.490984	+0.453875	+0.873536	+0.927744	+0.748963	-0.625000	-0.833000	-0.936000	-0.697864	+0.922471	+0.224000	+0.479000	+0.88000	+0.790528	+0.290729	-0.246712	-0.719144	+0.827000	-0.278619	-0.444681	+0.702152	+0.821784	-0.862912	-0.426264	+0.692047	+0.521000	-0.822861	-0.592939	-0.293437	+0.528875	-0.834981	-0.870381	-0.582912	+0.112168	+0.71771	+0.333433	-0.572864	-0.322363	+0.943552	+0.552625	+0.781517	+0.438893	-0.985571	+0.673069	+0.772433	+0.652625	-0.928000	-0.695119	-0.35125	
+0.603375	+0.875959	-0.109000	-0.326593	+0.345869	-0.879928	+0.277159	-0.289984	+0.887125	-0.398567	+0.796167	-0.793024	-0.890479	+0.241000	+0.14528	-0.109375	+0.151168	+0.499417	+0.587859	-0.188643	-0.849761	+0.841024	-0.42917	-0.301125	-0.637191	+0.427000	-0.589128	-0.709992	-0.477112	-0.254296	+0.632353	-0.70464	+0.595487	+0.40427	-0.117217	-0.997401	+0.406407	+0.513000	-0.736936	+0.375000	-0.660463	+0.20264	-0.531333	+0.877432	-0.829432	+0.0	+0.33976	-0.870336	+0.834152	+0.0	+0.66761	-0.580581	-0.141000	+0.306432	+0.875384	-0.959144	-0.573857	-0.558809	-0.41981	-0.276664	-0.727784	-0.352875	+0.395253	+0.249416	-0.389048	+0.517289	-0.181017	+0.515625	-0.226624	-0.920151	+0.807125	-0.555759	-0.109375	-0.296875	+0.119992	-0.331328	+0.592000	-0.63000	+0.834496	-0.240488	-0.360408	+0.294976	-0.283773	+0.178112	+0.362875	+0.464456	+0.290809	-0.312000	+0.205375	+0.391000	-0.126259	+0.404353	-0.648000	+0.26851	-0.522707	+0.70016	+0.226029	+0.464248	+0.371776	-0.353781	
+0.95121	+0.482048	+0.8000	-0.337233	+0.331000	-0.682927	+0.69952	+0.898517	+0.507131	+0.981000	+0.402176	-0.184000	-0.797591	+0.368000	+0.965693	+0.80192	-0.925599	+0.540888	+0.625000	+0.697375	+0.875000	-0.10091	+0.673728	+0.921125	+0.256000	+0.47181	-0.125000	-0.523712	+0.177792	+0.691437	+0.425099	-0.31808	-0.327552	-0.691384	+0.334931	-0.347201	-0.864341	+0.313728	+0.552981	-0.534487	+0.727969	-0.332013	-0.64696	+0.920648	-0.879333	-0.285791	+0.24896	-0.192000	-0.748693	+0.407639	+0.209672	-0.931584	-0.875000	-0.776557	+0.337000	+0.121147	+0.368000	-0.181173	-0.929656	+0.827125	+0.481375	+0.544625	-0.369529	-0.44197	+0.786427	+0.674813	+0.98875	+0.546875	-0.846848	-0.547000	+0.809239	+0.722051	+0.463424	+0.793792	+0.877592	+0.946296	+0.632583	+0.386125	+0.242189	+0.416896	-0.6129	+0.140224	+0.153569	+0.575552	-0.295872	-0.934387	+0.337000	+0.665344	-0.793603	+0.279147	-0.760904	-0.801573	+0.359375	+0.869389	+0.108201	-0.781923	-0.477323	-0.740897	-0.836993	-0.393681	
+0.588949	-0.101309	+0.800264	+0.941000	+0.18047	-0.47624	-0.394432	-0.366223	+0.83712	+0.557000	+0.141187	+0.595136	-0.373457	+0.849272	+0.176000	-0.399607	+0.672000	-0.625000	+0.911936	-0.174464	+0.406179	-0.536192	-0.581243	+0.507837	-0.664625	-0.524672	+0.168625	-0.917272	-0.783651	-0.769000	+0.273408	+0.382016	-0.144192	+0.691776	+0.83875	+0.996439	+0.375000	+0.232448	-0.847661	-0.770568	+0.325512	+0.803584	+0.209856	-0.13773	+0.980864	+0.773625	-0.67456	+0.522701	+0.953125	+0.882125	+0.627144	+0.584000	-0.443392	+0.697779	+0.336576	+0.78309	+0.625000	-0.82311	-0.932187	+0.253016	-0.85896	-0.414857	+0.585375	+0.667264	-0.72001	-0.815319	+0.39872	-0.0	-0.543176	+0.822553	+0.551944	+0.736961	+0.118289	-0.255363	+0.240753	+0.526977	-0.816607	+0.562353	+0.854991	-0.903256	+0.493016	+0.593973	+0.757625	-0.911000	-0.449704	-0.964969	-0.182009	-0.554816	-0.389611	-0.58013	-0.730888	-0.120067	-0.370375	+0.589741	+0.374856	-0.192952	-0.872677	-0.693731	-0.856593	-0.210723	
-0.466264	-0.477608	+0.89583	-0.540264	-0.375832	-0.825304	+0.105875	+0.797352	+0.710344	-0.287625	-0.869272	-0.565056	+0.940608	+0.136971	+0.426344	-0.837689	-0.3000	-0.755648	-0.597893	-0.235544	+0.87843	+0.107992	+0.119753	+0.452757	+0.923048	+0.110888	+0.685912	+0.411264	-0.964736	+0.54536	+0.300928	+0.307937	+0.551000	-0.280168	+0.74088	-0.954968	-0.928909	-0.822272	-0.304961	+0.218752	+0.506527	-0.592000	+0.107784	+0.848219	-0.285957	-0.135883	+0.342851	+0.374888	-0.782464	+0.700875	+0.277384	+0.31177	+0.249152	-0.375000	-0.268608	-0.437081	+0.625000	-0.505792	-0.613304	-0.789413	+0.870659	-0.366632	+0.75953	+0.204928	-0.34872	-0.537216	+0.595816	+0.21824	+0.588191	-0.392000	-0.514713	-0.425375	+0.894567	+0.171591	-0.543813	+0.779581	+0.580712	-0.536625	+0.188568	+0.412296	+0.464056	+0.463192	+0.688329	+0.100125	+0.192875	-0.885987	+0.101000	+0.609728	-0.978368	-0.331048	+0.599037	-0.828125	+0.986549	+0.648625	-0.583624	-0.507456	+0.671416	+0.946629	+0.536000	-0.984337	
+0.577784	+0.172536	-0.625000	-0.439403	+0.124327	+0.314536	-0.948617	-0.169472	-0.555693	+0.406057	+0.576000	-0.982839	+0.851264	+0.890625	-0.571651	+0.111872	-0.437875	+0.450591	+0.928375	+0.933037	+0.802625	-0.196281	-0.593848	+0.166381	+0.44701	+0.710376	+0.666697	-0.145569	-0.961664	-0.502336	+0.623688	-0.939264	-0.42872	-0.0	-0.144000	+0.195712	-0.343375	-0.8199	-0.727441	-0.330463	-0.813192	-0.436352	-0.171875	+0.875000	-0.45696	-0.911253	-0.188344	+0.400141	+0.353373	-0.889672	-0.439991	-0.833728	+0.773625	+0.889897	-0.169024	+0.615723	-0.64000	-0.619008	-0.759663	+0.107129	+0.123000	-0.461133	+0.716288	+0.828856	+0.239000	+0.163928	+0.318367	-0.168859	-0.951987	-0.960781	+0.352257	-0.46875	-0.0	-0.534249	+0.212472	-0.268943	+0.648619	+0.553375	+0.837027	-0.948199	-0.533317	+0.969336	-0.592000	-0.611136	-0.221453	-0.528000	+0.522249	-0.270552	+0.8073	+0.0	-0.689000	+0.311241	-0.287625	+0.585728	+0.213577	+0.865701	+0.317125	+0.720201	+0.358757	+0.957952	
+0.313152	+0.248000	-0.696361	-0.772375	-0.980568	-0.838501	+0.121192	-0.889000	+0.217536	+0.739304	-0.981121	-0.317625	-0.745849	-0.135581	+0.770344	+0.473119	-0.859072	+0.264448	+0.881792	-0.111592	+0.474857	-0.997000	-0.342528	-0.773000	-0.272808	+0.984504	-0.734144	+0.107625	+0.748693	+0.545987	-0.756969	-0.549125	-0.196961	+0.597272	-0.929125	+0.164125	+0.813848	+0.153819	+0.798875	+0.528152	+0.944000	+0.127000	+0.566208	+0.825448	-0.863784	-0.571712	-0.792896	+0.92367	+0.873875	-0.527901	+0.460103	+0.495096	+0.115456	+0.241787	-0.288733	-0.840875	+0.486027	+0.915392	-0.267357	+0.506752	-0.839424	-0.675656	+0.866312	-0.552000	-0.974656	+0.948736	+0.678441	-0.739087	-0.456687	+0.594089	+0.740856	-0.276625	-0.315875	-0.104128	-0.862375	-0.75208	+0.78536	-0.679384	-0.576419	+0.157576	-0.517953	+0.29071	+0.957568	+0.250125	-0.457544	-0.269376	+0.523968	-0.205864	+0.622319	+0.17000	-0.690223	+0.419739	-0.565824	-0.231375	-0.122424	+0.240997	+0.616601	+0.818761	+0.952113	+0.525641	
